Net:-0.581301625011,Trade:1.27817220253,Cost:1.85947382754,Avg:-0.00484418020842,Std:0.00955852294833,Trades/Day:37.0416666667,leb:3,msr:0,ueb:4,
Net:-0.159532653635,Trade:1.65135905322,Cost:1.81089170686,Avg:-0.00132943878029,Std:0.0108495050398,Trades/Day:35.7,leb:3,msr:1,ueb:4,
Net:0.292322761361,Trade:2.02050060345,Cost:1.72817784209,Avg:0.00243602301134,Std:0.0122436320336,Trades/Day:33.2833333333,leb:3,msr:2,ueb:4,
Net:0.648517991445,Trade:2.28048400433,Cost:1.63196601288,Avg:0.00540431659537,Std:0.0141907319121,Trades/Day:30.425,leb:3,msr:3,ueb:4,
Net:0.860819605407,Trade:2.41839684657,Cost:1.55757724116,Avg:0.00717349671173,Std:0.0162012528692,Trades/Day:28.0083333333,leb:3,msr:4,ueb:4,
Net:0.930408615047,Trade:2.4252250396,Cost:1.49481642455,Avg:0.00775340512539,Std:0.0170098636406,Trades/Day:25.975,leb:3,msr:5,ueb:4,
Net:0.974164760655,Trade:2.39459095858,Cost:1.42042619792,Avg:0.00811803967212,Std:0.0177593109978,Trades/Day:23.7416666667,leb:3,msr:6,ueb:4,
Net:1.03017881045,Trade:2.38310521036,Cost:1.35292639991,Avg:0.00858482342044,Std:0.0175588376115,Trades/Day:21.775,leb:3,msr:7,ueb:4,
Net:1.12607665578,Trade:2.4221795859,Cost:1.29610293012,Avg:0.00938397213153,Std:0.0183664651541,Trades/Day:20.1,leb:3,msr:8,ueb:4,
Net:1.12968194888,Trade:2.37704594715,Cost:1.24736399827,Avg:0.00941401624065,Std:0.0192576622861,Trades/Day:18.7083333333,leb:3,msr:9,ueb:4,
Net:-0.629224561505,Trade:1.7184596676,Cost:2.34768422911,Avg:-0.00524353801254,Std:0.0116983293143,Trades/Day:46.5083333333,leb:3,msr:0,ueb:5,
Net:-0.120306148998,Trade:2.15182112706,Cost:2.27212727606,Avg:-0.00100255124165,Std:0.0132045885074,Trades/Day:44.3416666667,leb:3,msr:1,ueb:5,
Net:0.467767363116,Trade:2.60032438562,Cost:2.1325570225,Avg:0.0038980613593,Std:0.014547240347,Trades/Day:40.4166666667,leb:3,msr:2,ueb:5,
Net:0.842224867856,Trade:2.82417748324,Cost:1.98195261538,Avg:0.00701854056547,Std:0.015904133692,Trades/Day:36.0166666667,leb:3,msr:3,ueb:5,
Net:1.10833204772,Trade:2.97778832583,Cost:1.8694562781,Avg:0.0092361003977,Std:0.0179008757655,Trades/Day:32.5,leb:3,msr:4,ueb:5,
Net:1.17340276799,Trade:2.95374053768,Cost:1.78033776969,Avg:0.00977835639991,Std:0.0185311613543,Trades/Day:29.725,leb:3,msr:5,ueb:5,
Net:1.22056495479,Trade:2.9011586376,Cost:1.68059368281,Avg:0.0101713746233,Std:0.0188163067718,Trades/Day:26.8583333333,leb:3,msr:6,ueb:5,
Net:1.2780714754,Trade:2.87122849386,Cost:1.59315701846,Avg:0.0106505956283,Std:0.0184337004585,Trades/Day:24.35,leb:3,msr:7,ueb:5,
