Net:-0.155252597782,Trade:0.287081599154,Cost:0.442334196935,Avg:-0.00517508659272,Std:0.00617670938474,Trades/Day:39.3666666667,leb:3,msr:0,ueb:4,
Net:-0.0270488242323,Trade:0.400577318923,Cost:0.427626143155,Avg:-0.00090162747441,Std:0.00773051304576,Trades/Day:37.8,leb:3,msr:1,ueb:4,
Net:0.134344563668,Trade:0.538821058407,Cost:0.40447649474,Avg:0.00447815212226,Std:0.00811155593551,Trades/Day:34.6,leb:3,msr:2,ueb:4,
Net:0.161404024247,Trade:0.549045993037,Cost:0.38764196879,Avg:0.00538013414157,Std:0.00919795183881,Trades/Day:32.1666666667,leb:3,msr:3,ueb:4,
Net:0.231583296441,Trade:0.599268923809,Cost:0.367685627368,Avg:0.0077194432147,Std:0.0106981431405,Trades/Day:29.5666666667,leb:3,msr:4,ueb:4,
Net:0.236293996107,Trade:0.592599121539,Cost:0.356305125432,Avg:0.00787646653691,Std:0.0119238423918,Trades/Day:27.9333333333,leb:3,msr:5,ueb:4,
Net:0.266047295653,Trade:0.603882793499,Cost:0.337835497847,Avg:0.00886824318843,Std:0.0149198665752,Trades/Day:25.0333333333,leb:3,msr:6,ueb:4,
Net:0.299679441229,Trade:0.621182012479,Cost:0.32150257125,Avg:0.00998931470764,Std:0.0165203638509,Trades/Day:22.9333333333,leb:3,msr:7,ueb:4,
Net:0.3340221399,Trade:0.642272119331,Cost:0.308249979431,Avg:0.01113407133,Std:0.0163247745113,Trades/Day:21.1666666667,leb:3,msr:8,ueb:4,
Net:0.336957032659,Trade:0.634405746106,Cost:0.297448713447,Avg:0.0112319010886,Std:0.0172566353287,Trades/Day:19.7,leb:3,msr:9,ueb:4,
Net:-0.172966544126,Trade:0.388845245681,Cost:0.561811789807,Avg:-0.00576555147088,Std:0.00727898005259,Trades/Day:49.7333333333,leb:3,msr:0,ueb:5,
Net:-0.0348180122738,Trade:0.507875430805,Cost:0.542693443079,Avg:-0.00116060040913,Std:0.00886642059712,Trades/Day:47.4666666667,leb:3,msr:1,ueb:5,
