Net:-1.68209257085,Trade:0.165350949434,Cost:1.84744352028,Avg:-0.0480597877386,Std:0.0619539525267,Trades/Day:42.0571428571,leb:3,msr:0,ueb:4,
Net:-1.58379982204,Trade:0.212547213607,Cost:1.79634703565,Avg:-0.0452514234868,Std:0.0592538303671,Trades/Day:40.4285714286,leb:3,msr:1,ueb:4,
Net:-1.43766863689,Trade:0.265826958866,Cost:1.70349559576,Avg:-0.0410762467683,Std:0.0574913932151,Trades/Day:37.1142857143,leb:3,msr:2,ueb:4,
Net:-1.32317557315,Trade:0.300636874087,Cost:1.62381244724,Avg:-0.0378050163758,Std:0.0521058670579,Trades/Day:34.2571428571,leb:3,msr:3,ueb:4,
Net:-1.21480434273,Trade:0.297742424137,Cost:1.51254676687,Avg:-0.0347086955065,Std:0.0494023141883,Trades/Day:30.8285714286,leb:3,msr:4,ueb:4,
Net:-1.18634905219,Trade:0.247320500893,Cost:1.43366955308,Avg:-0.0338956872053,Std:0.0462162576665,Trades/Day:28.0285714286,leb:3,msr:5,ueb:4,
Net:-1.13009785966,Trade:0.237310311944,Cost:1.3674081716,Avg:-0.0322885102759,Std:0.0424417368743,Trades/Day:25.7428571429,leb:3,msr:6,ueb:4,
Net:-1.09192879154,Trade:0.220501309366,Cost:1.31243010091,Avg:-0.0311979654726,Std:0.0412086015846,Trades/Day:23.6571428571,leb:3,msr:7,ueb:4,
Net:-1.03592314464,Trade:0.223805492626,Cost:1.25972863726,Avg:-0.0295978041325,Std:0.0411685853612,Trades/Day:21.7428571429,leb:3,msr:8,ueb:4,
Net:-0.973330815095,Trade:0.246344230875,Cost:1.21967504597,Avg:-0.0278094518599,Std:0.0374700845553,Trades/Day:20.2571428571,leb:3,msr:9,ueb:4,
Net:-2.13653692296,Trade:0.182635965455,Cost:2.31917288842,Avg:-0.0610439120846,Std:0.075486583764,Trades/Day:52.2285714286,leb:3,msr:0,ueb:5,
Net:-2.01725200868,Trade:0.23444868468,Cost:2.25170069336,Avg:-0.0576357716766,Std:0.0723380458481,Trades/Day:49.9428571429,leb:3,msr:1,ueb:5,
Net:-1.79355377276,Trade:0.309839417087,Cost:2.10339318985,Avg:-0.0512443935074,Std:0.0692336264691,Trades/Day:44.7142857143,leb:3,msr:2,ueb:5,
Net:-1.62677162168,Trade:0.348503755218,Cost:1.9752753769,Avg:-0.046479189191,Std:0.0633127504557,Trades/Day:40.2571428571,leb:3,msr:3,ueb:5,
